raw,clean,labels
dunia maya adalah hiburan untuk orang orang di dunia nyata sebatas itu kita hidup di dunia nyata jangan terlalu ber,dunia maya adalah hibur untuk orang orang di dunia nyata batas itu kita hidup di dunia nyata jangan terlalu ber,1
17's mereka yg bodoh saya yg malu,mereka yang bodoh saya yang malu,-1
kurang2i berantem dan saling sindir soal bencana mari berdonasi dengan nyata pilih lembaga manapun yang amanah da,kurang antem dan saling sindir soal bencana mari donasi dengan nyata pilih lembaga mana yang amanah sudah,-1
tuhan sehatkanlah orang tuaku bantulah aku untuk belajar dan bekerja bagi kebahagiaan mereka aamiin,tuhan sehat orang tua bantu saya untuk ajar dan kerja bagi bahagia mereka amin,1
ngabuburit ke kota subang cakeup buka puasanya di kota kediri assalamualaikum mas jombang apaka kamu jod,tunggu buka puasa ke kota subang cakeup buka puasa di kota diri jadi orang alamualaikum mas jombang apaka kamu jod,0
naruto ajar aku apa itu erti persahabatanifat berdendam buat kau tk kemana mcm mana rasa sakit bila kita h,naruto ajar saya apa itu erti persahabatanifat dendam buat kamu tak mana macam mana rasa sakit bila kita,0
hey kamu yang cantik jangan berpaling dahulu,hai kamu yang cantik jangan paling dahulu,0
udah mandi tau kan tadi kamu ngintip lagian,sudah mandi tahu kan tadi kamu intip lagi,0
ikhlas ialah memelihara dirimu dari ingin diperhatikan oleh makhlukedangkanhiddiq ialah mensucikan dirimu dari s,ikhlas ialah pelihara diri dari ingin perhati oleh makhlukedangkanhiddiq ialah suci diri dari,1
haha ide yg bagus oke kamu siap kan kapan aja,tertawa ide yang bagus oke kamu siap kan kapan saja,1
wkwkwkwkkwkw,wkwkwkwkkwkw,1
lalu bgm dgn para suaminya apakah mereka tetap bahagia mskpn tanpa anak apakah suaminya dijamin t,lalu bgm dengan para suami apakah mereka tetap bahagia meski tanpa anak apakah suami jamin,0
10eptember ke 2 oktober tuh 22 hari loh hany kamu kenapa sih,eptember ke oktober itu hari loh hany kamu kenapa sih,0
mak pesan jgn ckp dgn org yg x kenal kita kena pegang kata2 mak kite,ibu pesan jangan cukup dengan orang yang kenal kita kena pegang kata ibu kita,0
dulu perempuan bepergian sendirian dianggap hal tabuekarang sudah banyak pelancong solo perempuan walau masih ada yang m,dulu perempuan pergi sendiri anggap hal tabuekarang sudah banyak lancong solo perempuan walau masih ada yang,-1
ab temen temen erina ku yg budiman mari kita followan biar kambek nanti makin ambyar isi tl,ab teman teman erina ku yang budiman mari kita followan supaya kambek nanti makin ambyar isi timeline,0
rakyat malaysia yang berasa malu dengan kelakuan raja bomohedang menunggu mh370 untuk mereka keluar dari negara ini mh370,rakyat malaysia yang asa malu dengan laku raja bomohedang tunggu mah untuk mereka keluar dari negara ini mah,-1
apapun yang terjadi besyukurlah tetap bersyukur atas apa yang kamu peroleh hari ini,apa yang jadi besyukurlah tetap syukur atas apa yang kamu oleh hari ini,1
balik rumah suruh kakak n mak kau buang bra dorg tgk pegi ke x,balik rumah suruh kakak ibu kamu buang bra dorg tengok pegi ke,0
mereka siap berlaga di asianparagames2018 membela merah putih setelah baru dibentuk sepuluh bulan di tengah itu,mereka siap laga di asianparagames bela merah putih telah baru bentuk puluh bulan di tengah itu,0
lagi ngeprint ppt kok hahahaha kamu print ppt aja isinya udah pasal2 penting,lagi ngeprint slide presentasi kok hahahaha kamu print slide presentasi saja isi sudah pasal penting,0
kamu tantik,kamu tantik,1
percakapan yg akan datang d penguji kamu kok lama kali minta tanda tangannya aku saya korban hoax buk,cakap yang akan datang uji kamu kok lama kali minta tanda tangan saya saya korban isu bohong buk,0
alhamdulillah penggalangan donasi untuk korban bencanaulteng lewat penjualan buku sdh selesai amp semua buku sudah ter,alhamdulillah galang donasi untuk korban bencanaulteng lewat jual buku sudah selesai amp semua buku sudah ter,1
ab eri ayo kita bermutual aja ya,ab eri ayo kita bermutual saja iya,0
batik adalah identitas kita yang mendunia jokowielamat haribatiknasional,batik adalah identitas kita yang dunia jokowielamat haribatiknasional,0
kita sebagai hamba allah swt tlah banyak melakukan kemungkaran di atas bumi allah swt makanya segeralah b,kita bagai hamba allah swt tlah banyak laku mungkar di atas bumi allah swt makanya segera,-1
aku ga pernah ngitung kekayaan mereka jadi ak ga tau yang pasti mereka lebih kaya dari pada aku soalnya aku missqueen,saya enggak pernah ngitung kaya mereka jadi aku enggak tahu yang pasti mereka lebih kayak dari pada saya soal saya mi queen,-1
tahukah anda selepas reputasi team munyet terumbang ambing sejak kebelakangan ini mereka mula berniaga secara keci,tahu anda lepas reputasi team munyet umbang ambing sejak belakang ini mereka mula niaga cara keci,0
lebih baik kita menunggu saja berita yg sebenarnya karena media pun masih,lebih baik kita tunggu saja berita yang benar karena media pun masih,0
jika kita fokus pada tujuan hidup kita maka kita tidak akan punya waktu untuk menilai kejelekan orang lain jangan sampai ke,jika kita fokus pada tuju hidup kita maka kita tidak akan punya waktu untuk nilai jelek orang lain jangan sampai ke,1
masyaallah,masyaallah,-1
ada salahsatu poin hukuman buat bobotoh yaitu melakukan sweeping itu pelaku supporter persija yg tahun kemarin,ada salahsatu poin hukum buat bobotoh yaitu laku sweeping itu laku supporter persija yang tahun kemarin,-1
hukuman yg cukup berat jika konsisten dijalankan keknya ada harapan kedepan ga akan ada lagi hal hal berbau kekerasan dibola kita,hukum yang cukup berat jika konsisten jalan kayak ada harap depan enggak akan ada lagi hal hal bau keras bola kita,-1
madura luar biasa antusias dan kegembiraanantri ponpes al amien prenduanumenep berjejer rapi hampir sepanjang 6 km ke,madura luar biasa antusias dan kegembiraanantri pondok pesantren al amien prenduanumenep jejer rapi hampir panjang kamu ke,1
aku di matamu bagaikan logo halal di bungkus makanan yg di jual di indonesiaebenernya penting tp ngapernah kamu perh,saya di mata bagai logo halal di bungkus makan yang di jual di indonesiaebenernya penting tapi ngapernah kamu perh,0
mau marah,mau marah,-1
ab kesayangan aku yg avanya jamaah yuk kita chinguan autofollback ya,ab sayang saya yang avanya jamaah yuk kita chinguan autofollback iya,0
ayat klasik ratu jahat dalamnow white pada cermin ajaibnya masih segar diingatan kita mirror mirror on the wall https,ayat klasik ratu jahat dalamnow white pada cermin ajaib masih segar ingat kita mirror mirror on the wall,0
upsr dulu senang je nak skoriap ada masa lebih haa kau bandingkanlah dulu kau tu dgn upsr skrg yang bersepah,upsr dulu senang je mau skoriap ada masa lebih haa kamu banding dulu kamu itu dengan upsr sekarang yang sepah,0
tenang saja mereka bukan tuhan yg bisa menghentikan langkah kita menuju kesuksesan 'hm',tenang saja mereka bukan tuhan yang bisa henti langkah kita tuju sukses hm,0
pasti kamu lagi cape voting group oppa kan ya makasih yaemangat ada puding nih aaaaaaaa suapinin puding ke kamu,pasti kamu lagi capek voting group oppa kan iya terima kasih yaemangat ada puding ini suapinin puding ke kamu,-1
masih banyak permasalahan serius terkait tindak kekerasan pada perempuan amp anak kpppa vlog competition mengajak kamu untuk,masih banyak masalah serius kait tindak keras pada perempuan amp anak kpa vlog competition ajak kamu untuk,-1
kamu jaga adikmu dl emak ke pasar bentar iya mak http,kamu jaga adik dulu emak ke pasar sebentar iya ibu http,0
jowa nga kita hahaha charot,jowa enggak kita hahaha charot,1
di kepala saya namautopo purwo nugroho ini kalau disingkat jadinya adalahuperheroemangat pak,di kepala saya namautopo purwo nugroho ini kalau singkat jadi adalahuperheroemangat pak,0
pengawasujian alesan ajah kamu w saya hanya mengutip pak mentri,pengawasujian alesan saja kamu saya hanya kutip pak tri,0
selama kamu tidak menyerah apapun bisa terjadi kuroko,lama kamu tidak serah apa bisa jadi kuroko,1
hati akan terus berdoa untuk saudara kita di palu dan donggola gerakcepatuntukpalu,hati akan terus doa untuk saudara kita di palu dan donggola gerakcepatuntukpalu,1
cintaejati hanya kematian yang memisahkan mereka,cintaejati hanya mati yang pisah mereka,1
kita shalat zuhur dulu yuk sushi mitra udah adzan musikayat1,kita shalat zuhur dulu yuk sushi mitra sudah adzan musikayat,0
65 kamu gausa kuatir biasanya klo org ngadain ga pasti rejeki nya lancar terosss kooo,kamu enggak usah kuatir biasa kalo orang ada enggak pasti rezeki nya lancar ros kok,1
aku bom mention kamu p,saya bom mention kamu,0
wtf lawak tahun 1957,what the fuck lawak tahun,0
sesungguhnya telah rugi para pelajar itu iaitu mereka pelajar yang tidak hadir ke kuliyyah da,sungguh telah rugi para ajar itu iaitu mereka ajar yang tidak hadir ke kuliyyah sudah,-1
halooo salken yaaa haruskah kupanggil kamu jojo,halo salken iya harus panggil kamu jojo,0
cara mudah melindungi wajah dari polusi udara kamu pasti sudah tahu kan kalau polusi bisa menyebabkan kerusakan k,cara mudah lindung wajah dari polusi udara kamu pasti sudah tahu kan kalau polusi bisa sebab rusa,0
maklum atuh mereka kan gamau ngerusak feeds igny yg udah kawaii serta kiyowo,maklum kalau begitu mereka kan enggak mau ngerusak feeds igny yang sudah kawaii serta kiyowo,0
kecewa sih tapi yasudah namanya juga sepak bola indonesia kalo kamu bisa juara sungguh luar biasa dije,kecewa sih tapi yasudah nama juga sepak bola indonesia jika kamu bisa juara sungguh luar biasa dije,-1
kemudian panglimanya militer sampai jenderal polisinya berujar tidak ada penjarahan tidak ada mereka cuma lapa,kemudian panglima militer sampai jenderal polisi ujar tidak ada jarah tidak ada mereka cuma lapa,0
sana sm momo tuh ga sok imut mereka emg imut dan lucu dr sana nya natural ga dibikin bikin jd stop blg mereka sok imut,sana sama momo itu enggak sok imut mereka memang imut dan lucu dari sana nya natural enggak bikin buat jadi stop bilang mereka sok imut,1
betapa kita sgt beruntung masih boleh mkn sdp dan mendapatkan makanan tapi lihat la mereka hanya memakan biskut ker,betapa kita sangat untung masih boleh makin sdp dan dapat makan tapi lihat lah mereka hanya makan biskut ker,-1
ga blum punya gamis bermotif batik soon insyaallah,enggak belum punya gamis motif batik soon insyaallah,0
jangan terlalu bergantung pada orang lain faktanya kamu lebih kuat dari apa yang kamu pikirkan hanya kamu tidak mempercayainya,jangan terlalu gantung pada orang lain fakta kamu lebih kuat dari apa yang kamu pikir hanya kamu tidak percaya,1
apa kabar tuan pemilik hati beku kuharap kita akan berjumpa lagi dan bersatu bersatu menjadi sepasang kekasih halal duniaku ki,apa kabar tuan milik hati beku harap kita akan jumpa lagi dan satu satu jadi pasang kasih halal dunia ki,-1
mas hamish pakutopo kan sering mention mbak raisa boleh dong mbak raisanya ketemu pa,mas hamish pakutopo kan sering mention mbak raisa boleh dong mbak raisanya ketemu apa,0
duka palu dan donggala adalah duka kita semuaemoga semua cepat teratasi rahayu pak semoga allah selalu me,duka palu dan donggala adalah duka kita semuaemoga semua cepat atas rahayu pak moga allah selalu me,-1
kan kita emang udh pacaran ka noung,kan kita memang sudah pacar kak noung,0
dan janganlah kamu bersedih hati terhadap mereka orang orang ingkar dan berendahdirilah kamu terhadap orang orang yg,dan jangan kamu sedih hati hadap mereka orang orang ingkar dan berendahdirilah kamu hadap orang orang yang,-1
disaat mata kita tertuju ke bencana gempa dan tsunami melanda sodara2 kita diulteng di pihak lain ada kelompok manusia biad,saat mata kita tuju ke bencana gempa dan tsunami landa sodara kita diulteng di pihak lain ada kelompok manusia biad,-1
kolam renang puslatdikkormil tni al juandaurabaya air kolam nya berombak keras padahal kosong tidak ada yang berenang kond,kolam renang puslatdikkormil tni al juandaurabaya air kolam nya ombak keras padahal kosong tidak ada yang renang kond,0
rezim mulyono sdh main kayu,rezim mulyono sudah main kayu,0
jadi benci sekali sama orang2 yg jelek jelekin pemerintah mendagri segala macam di tengah situasi begini ga yakin ada duk,jadi benci sekali sama orang yang jelek jelek perintah mendagri segala macam di tengah situasi begini enggak yakin ada duk,-1
udah donk kamu juga udah kanemangat anak kampus,sudah dong kamu juga sudah kanemangat anak kampus,0
itu kan dia nanyaa makanya menurut papa gmn papa kan saya kamu user kalau pakai aku aneh ndaaa ' ',itu kan dia nanyaa makanya turut papa bagaimana papa kan saya kamu kalau pakai saya aneh indak,0
kalo idup lo kebanyakan pencitraan sm drama kita mana tau ya yg mana yg bener yg mana yg halu,jika hidup kamu banyak citra sama drama kita mana tahu iya yang mana yang benar yang mana yang halu,-1
aamiin aamiin semoga doa2 yg kamu sebutib di atas bisa diaminkan malaikat dan dikabulkan tuhan,amin amin moga doa yang kamu sebutib di atas bisa amin malaikat dan kabul tuhan,1
kamu nyaaa bikinn akuu kepuhunan,kamu nya bikinn aku kepuhunan,1
tumbuh dewasa itu seakan akan mengatakan kepada kami untuk lupa dan berbahagialah tapi kami akan terus mengingat teman tema,tumbuh dewasa itu akan akan kata kepada kami untuk lupa dan bahagia tapi kami akan terus ingat teman tema,0
oh tulisan dr m tu cakap kita demam so kena makan paracetamol 2 biji 3 kali sehari,oh tulis dari itu cakap kita demam sok kena makan paracetamol biji kali hari,0
pneumonia merupakan penyakit gangguan pernapasan yang dikenal dengan sebutan paru paru basah perlu kamu tahu rokok sangat e,pneumonia rupa sakit ganggu napas yang kenal dengan sebut paru paru basah perlu kamu tahu rokok sangat,0
cont barisan kalimat yang tertera pada layarnya denki aku tahu ei kaminari menggumam lembut dengan,cont baris kalimat yang tera pada layar denki saya tahu ei kaminari gumam lembut dengan,0
ini ketua cabang ansor cirebon namanya,ini ketua cabang ansor cirebon nama,0
sekecil apapun kebaikan yang kita lakukan tak kan pernah sia sia kebaikan akan berbalas kebaikan,kecil apa baik yang kita laku tidak kan pernah sia sia baik akan balas baik,1
rasanya aku udah gak sabar pengen pasangin ini di jari manis kamu,rasa saya sudah enggak sabar pengin pasangin ini di jari manis kamu,1
terasa penat setelah berjalan jauh jangan khawatir guys kamu akan segar kembali begitu menyentuh air dari giwe marah,asa penat telah jalan jauh jangan khawatir teman kamu akan segar kembali begitu sentuh air dari giwe marah,-1
mari kita hitung mundur,mari kita hitung mundur,0
dari sini az kita paham memang kita beda kelas dr mereka iya kan,dari sini az kita paham memang kita beda kelas dari mereka iya kan,0
mereka lapar,mereka lapar,0
sama la kita teringin kek sesangat pastu start enjin gi jugak makan hahaha pi la makan,sama lah kita ingin kayak sangat pastu staenjin gi juga makan hahaha tapi lah makan,1
percayalah sayang berpish itu mudaah tak ada kamu di hidupku aku mampu,percaya sayang berpish itu mudaah tidak ada kamu di hidup saya mampu,1
kita gak norak kayak mereka,kita enggak norak seperti mereka,-1
off the record makasih banyak aku cinta kamu,off the record terima kasih banyak saya cinta kamu,1
ayoo kita otw bareng biar aku ada temen nya wkwk,ayo kita tuju bareng supaya saya ada teman nya wkwk,1
berharap dimasa depan nanti kita akan bertemu danatu rumah walaupun aku hanya jadiatpam pembantuupir atau bodyguard kamu della jkt48,harap masa depan nanti kita akan temu danatu rumah walaupun saya hanya jadiatpam pembantuupir atau bodyguard kamu della jakarta,0
ini serius beneran mereka makin kurang ajar maen kekerasan,ini serius benar mereka makin kurang ajar main keras,-1
